"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 30 10:35:03 GMT 2022","Thu Jun 30 10:35:10 GMT 2022","6994","","ContactPageTest","","ContactPageTest","sendCompleteContactMessage","Complete contact message","Contact message with full infos"
"passed","Thu Jun 30 10:36:20 GMT 2022","Thu Jun 30 10:36:21 GMT 2022","551","","RegisterLoginPageTest","","RegisterLoginPageTest","acceptPrivacyTerms","Accept Terms and conditions","Click accept button on Terms and conditions window"
"passed","Thu Jun 30 10:36:08 GMT 2022","Thu Jun 30 10:36:08 GMT 2022","578","","RegisterLoginPageTest","","RegisterLoginPageTest","closePrivacyTerms","Close Terms and conditions","Close Terms and conditions window with close icon"
"passed","Thu Jun 30 10:36:15 GMT 2022","Thu Jun 30 10:36:20 GMT 2022","5487","","RegisterLoginPageTest","","RegisterLoginPageTest","validRegistration","Valid registration","Registration with valid username, password, email, description"
"passed","Thu Jun 30 10:34:44 GMT 2022","Thu Jun 30 10:34:49 GMT 2022","5632","","ProfilePageTest","","ProfilePageTest","deleteAccount","Delete account","Delete account"
"passed","Thu Jun 30 10:34:30 GMT 2022","Thu Jun 30 10:34:34 GMT 2022","4625","","LandingPageTest","","LandingPageTest","logoutTest","Logout","Logout with logout button"
"passed","Thu Jun 30 10:34:24 GMT 2022","Thu Jun 30 10:34:29 GMT 2022","5407","","LandingPageTest","","LandingPageTest","kioTapeViewProject","Get Kio-Tape from Landing Page","Navigate to Kio-Tape Brand Project page from Landing page and save content to file for assertion"
"passed","Thu Jun 30 10:34:39 GMT 2022","Thu Jun 30 10:34:44 GMT 2022","4526","","AboutPageTest","","AboutPageTest","countTitles","Count the titles","Get the number of name card titles on page"
"passed","Thu Jun 30 10:34:34 GMT 2022","Thu Jun 30 10:34:39 GMT 2022","4830","","AboutPageTest","","AboutPageTest","saveCardNamesToFileTest","Names save to file","Save the names from name cards to file, read the file assert the content"
"passed","Thu Jun 30 10:34:54 GMT 2022","Thu Jun 30 10:34:59 GMT 2022","4816","","PortfolioPageTest","","PortfolioPageTest","paginationTest","Pagination test","Count all of portfolios on Portfolio page with pagination"
"passed","Thu Jun 30 10:34:49 GMT 2022","Thu Jun 30 10:34:54 GMT 2022","4660","","ProfilePageTest","","ProfilePageTest","saveProfile","Save profile","Save profile"
"passed","Thu Jun 30 10:34:59 GMT 2022","Thu Jun 30 10:35:03 GMT 2022","4575","","PortfolioPageTest","","PortfolioPageTest","contentValidation","Portfolio content validation","Validate the content of Osen Clock page"
"failed","Thu Jun 30 10:36:21 GMT 2022","Thu Jun 30 10:36:26 GMT 2022","5491","","RegisterLoginPageTest","","RegisterLoginPageTest","registrationWithoutEmail","Registration without email","Registration with username and password without email"
"passed","Thu Jun 30 10:35:10 GMT 2022","Thu Jun 30 10:35:17 GMT 2022","6786","","ContactPageTest","","ContactPageTest","sendContactWithWrongEmail","Contact message wrong email address","Contact message full info, wrong email address"
"passed","Thu Jun 30 10:36:08 GMT 2022","Thu Jun 30 10:36:15 GMT 2022","6426","","RegisterLoginPageTest","","RegisterLoginPageTest","validLogin","Valid login","Login with valid username and password"
"passed","Thu Jun 30 10:35:17 GMT 2022","Thu Jun 30 10:36:08 GMT 2022","50771","","RegisterLoginPageTest","","RegisterLoginPageTest","registerFromFile","Register from data file","Register from data file"
